Step	AgentID	acuity	complexity	care_setting
0	a018f986-f047-4f14-97f5-1ea64f799964	0.5145718362149234	0.045824383655662215	ED
1	a018f986-f047-4f14-97f5-1ea64f799964	0.3245718362149234	0.045824383655662215	ED
2	a018f986-f047-4f14-97f5-1ea64f799964	0.1345718362149234	0.045824383655662215	ED
3	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
4	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
5	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
6	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
7	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
8	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
9	a018f986-f047-4f14-97f5-1ea64f799964	0.0	0.045824383655662215	ED
0	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.03789827565154685	0.28938796360210717	ED
1	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
2	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
3	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
4	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
5	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
6	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
7	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
8	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
9	0c434f7c-2226-4da2-867c-f78fb49a3c8d	0.0	0.28938796360210717	ED
0	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
1	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
2	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
3	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
4	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
5	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
6	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
7	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
8	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
9	2b02c639-298d-47c9-9f3c-2c8bc06dda99	0.0	0.23279088636103018	ED
0	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
1	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
2	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
3	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
4	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
5	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
6	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
7	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
8	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
9	71b06440-7a8b-47e8-92d4-e6a1c6d6f5e0	0.0	0.2779736031100921	ED
0	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.4456844442644002	0.36483217897008424	ED
1	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.2556844442644002	0.36483217897008424	ED
2	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.06568444426440018	0.36483217897008424	ED
3	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.0	0.36483217897008424	ED
4	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.0	0.36483217897008424	ED
5	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.0	0.36483217897008424	ED
6	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.0	0.36483217897008424	ED
7	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.0	0.36483217897008424	ED
8	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.0	0.36483217897008424	ED
9	6a63ada9-de12-4ba4-8e99-b7faf21b99af	0.0	0.36483217897008424	ED
0	18bcb875-499b-4db9-a3f2-f16787383124	0.18018096711688264	0.2095070307714877	ED
1	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
2	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
3	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
4	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
5	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
6	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
7	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
8	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
9	18bcb875-499b-4db9-a3f2-f16787383124	0.0	0.2095070307714877	ED
0	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
1	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
2	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
3	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
